ID,Date,Extent_km,Cer,primf_1850,primf_1900,primf_1950,primf_2000,primn_1850,primn_1900,primn_1950,primn_2000,urban_1850,urban_1900,urban_1950,urban_2000
"176","1904",8.88,"100",0,0,0,0,-0.0717040653979666,-0.0651928316509611,-0.0531263742303736,-0.00629767679481574,0.276143819093704,0.259832814335823,0.236672446131706,0.111111164093018
"177","1903",397.603,"100",0,0,0,0,-0.163243115865271,-0.144916028701346,-0.106165581368487,-0.0119400406113073,0,0,0,0
"178","1902",1192.38,"100",0,0,0,0,-0.14231838285923,-0.124509736895561,-0.112380817532539,-0.0407819151878357,0.00567788351327181,0.00567788351327181,0.00567788351327181,0.00567788351327181
"179","1901",433.33,"100",0,0,0,0,-0.38802444934845,-0.382958203554153,-0.306372702121735,-0.000108570449810941,0,0,0,0
"180","1900",5.75,"100",0,0,0,0,-0.120779572986066,-0.120635732077062,-0.0832000141963363,-0.013632976450026,0.00207536877132952,0.00207536877132952,0.00207536877132952,0.000867944210767746
"181","1900",618.41,"100",0,0,0,0,-0.159013021737337,-0.158832360059023,-0.109896566718817,-0.0200580283999443,0.00105956837069243,0.00105956837069243,0.00105956837069243,0.000329409900587052
"182","1900",317.607,"100",-0.218006908893585,-0.211213827133179,-0.154533326625824,-0.0566592216491699,0,0,0,0,0,0,0,0
"183","1899",997.79,"100",0,0,0,0,-0.158951301127672,-0.147243160754442,-0.140255678445101,-0.0440546609461308,0,0,0,0
"184","1899",66.567,"50",0,0,0,0,-0.610087737441063,-0.579871162772179,-0.27751849591732,-0.0198482424020767,0,0,0,0
"185","1898",1356.27,"100",-0.0796412825584412,-0.0779523253440857,-0.0733830332756042,-0.0360289216041565,0,0,0,0,0,0,0,0
"186","1897",5.91,"100",0,0,0,0,-0.186996817588806,-0.186204850673676,-0.185387194156647,-0.0661071240901947,0,0,0,0
"187","1897",411.57,"100",0,0,0,0,-0.725345735903829,-0.704232280608267,-0.415795867796987,-0.0418906337581575,0,0,0,0
"188","1897",411.57,"100",0,0,0,0,-0.725345735903829,-0.704232280608267,-0.415795867796987,-0.0418906337581575,0,0,0,0
"189","1897",0.63,"75",0,0,0,0,0,0,0,0,0.109808085486293,0.0979926194995642,0.0768598318099976,-0.0918057411909103
"190","1897",0.63,"75",0,0,0,0,0,0,0,0,0.109808085486293,0.0979926194995642,0.0768598318099976,-0.0918057411909103
"191","1897",0.63,"75",0,0,0,0,0,0,0,0,0.109808085486293,0.0979926194995642,0.0768598318099976,-0.0918057411909103
"192","1897",0.63,"75",0,0,0,0,0,0,0,0,0.109808085486293,0.0979926194995642,0.0768598318099976,-0.0918057411909103
"193","1897",0.63,"100",0,0,0,0,0,0,0,0,0.109808085486293,0.0979926194995642,0.0768598318099976,-0.0918057411909103
"194","1897",0.63,"100",0,0,0,0,0,0,0,0,0.109808085486293,0.0979926194995642,0.0768598318099976,-0.0918057411909103
"195","1897",0.63,"75",0,0,0,0,0,0,0,0,0.109808085486293,0.0979926194995642,0.0768598318099976,-0.0918057411909103
"196","1894",1008.51,"100",0,0,0,0,-0.646293573081493,-0.612607710063457,-0.280697278678417,-0.00754600763320923,0,0,0,0
"197","1886",1356.27,"100",-0.0796412825584412,-0.0779523253440857,-0.0733830332756042,-0.0360289216041565,0,0,0,0,0,0,0,0
"198","1885",4.41,"75",-0.261548632173799,-0.255203449516557,-0.216407233267091,-0.0911408154061064,0,0,0,0,0.00128111871890724,0.00128111871890724,0.00128111871890724,0.000268665724433959
"199","1885",506.14,"100",0,0,0,0,-0.766859114170074,-0.74605792760849,-0.358719319105148,0,0.00557884015142918,0.00557884015142918,0.00557884015142918,0.00306787109002471
"200","1885",4.41,"75",-0.261548632173799,-0.255203449516557,-0.216407233267091,-0.0911408154061064,0,0,0,0,0.00128111871890724,0.00128111871890724,0.00128111871890724,0.000268665724433959
"201","1885",4.41,"75",-0.261548632173799,-0.255203449516557,-0.216407233267091,-0.0911408154061064,0,0,0,0,0.00128111871890724,0.00128111871890724,0.00128111871890724,0.000268665724433959
"202","1882",1008.51,"100",0,0,0,0,-0.646293573081493,-0.612607710063457,-0.280697278678417,-0.00754600763320923,0,0,0,0
"203","1876",1008.51,"100",0,0,0,0,-0.646293573081493,-0.612607710063457,-0.280697278678417,-0.00754600763320923,0,0,0,0
"204","1876",16.72,"75",0,0,0,0,0,0,0,0,0,0,0,0
"205","1874",1008.51,"100",0,0,0,0,-0.646293573081493,-0.612607710063457,-0.280697278678417,-0.00754600763320923,0,0,0,0
"206","1871",732.32,"100",0,0,0,0,-4.36287120205226e-021,-1.77509441292015e-021,-1.01931255329139e-021,-2.8397381733988e-023,0,0,0,0
"207","1870",302.83,"75",0,0,0,0,-0.0242498330771923,-0.0209917277097702,-0.0120250349864364,-0.000943406601436436,0.00413390668109059,0.00413390668109059,0.00413390668109059,0.00111860944889486
"208","1865",2100.19,"75",0,0,0,0,-0.243835836648941,-0.243235439062119,-0.239386290311813,-0.0865881145000458,0,0,0,0
"209","1865",2191.37,"75",0,0,0,0,-0.119985036551952,-0.106894411146641,-0.056330967694521,-0.00447303662076592,0,0,0,0
"210","1865",2100.19,"100",0,0,0,0,-0.243835836648941,-0.243235439062119,-0.239386290311813,-0.0865881145000458,0,0,0,0
"211","1865",2191.37,"75",0,0,0,0,-0.12705968413502,-0.112951521761715,-0.0624604625627398,-0.00811642617918551,0,0,0,0
"212","1865",4.7,"75",0,0,0,0,0,0,0,0,0.356331741437316,0.341057233512402,0.328979447484016,0.12571194767952
"213","1864",6.55,"100",0,0,0,0,-0.308378845453262,-0.236983597278595,0,0,0.0201863585825777,0.019275319413282,0.0176191795617342,0.0074256444349885
"214","1864",5.08,"100",0,0,0,0,-0.128758907318115,-0.128758907318115,-0.0301245450973511,-0.0013958215713501,0,0,0,0
"215","1864",1762.09,"75",0,0,0,0,-0.191074874252081,-0.166612681001425,-0.085133071988821,-0.0145123228430748,0,0,0,0
"216","1864",2191.37,"75",0,0,0,0,-0.12705968413502,-0.112951521761715,-0.0624604625627398,-0.00811642617918551,0,0,0,0
"217","1863",546,"75",,,,,,,,,,,,
"218","1862",2100.19,"75",0,0,0,0,-0.243835836648941,-0.243235439062119,-0.239386290311813,-0.0865881145000458,0,0,0,0
"219","1862",10.47,"75",0,0,0,0,-0.56973202386871,-0.466359360609204,-0.35136933485046,-0.0243623503483832,0.587819391861558,0.573861474171281,0.495594762265682,0.114705413579941
"220","1862",1.04,"75",-0.303050249814987,-0.241302087903023,-0.130258649587631,0,0,0,0,0,0.050289120990783,0.0482375025749207,0.04522939119488,0.0203682854771614
"221","1862",806.17,"100",-0.303050249814987,-0.241302087903023,-0.130258649587631,0,0,0,0,0,0.050289120990783,0.0482375025749207,0.04522939119488,0.0203682854771614
"222","1862",0.91,"100",-0.303050249814987,-0.241302087903023,-0.130258649587631,0,0,0,0,0,0.050289120990783,0.0482375025749207,0.04522939119488,0.0203682854771614
"223","1860",324.34,"100",0,0,0,0,-0.185905646532774,-0.166402172297239,-0.112959932535887,-0.0231972075998783,0,0,0,0
"224","1860",324.34,"100",0,0,0,0,-0.185905646532774,-0.166402172297239,-0.112959932535887,-0.0231972075998783,0,0,0,0
"225","1855",1008.51,"100",0,0,0,0,-0.646293573081493,-0.612607710063457,-0.280697278678417,-0.00754600763320923,0,0,0,0
"226","1851",732.32,"100",0,0,0,0,-4.36287120205226e-021,-1.77509441292015e-021,-1.01931255329139e-021,-2.8397381733988e-023,0,0,0,0
"227","1850",0.93,"100",0,0,0,0,0,0,0,0,0.0258224053541198,0.0237207619938999,0.0204409654252231,0.00723211839795113
"228","1845",4865.12,"75",-0.0929564833641052,-0.0901753008365631,-0.0429044663906097,-0.00888875126838684,0,0,0,0,0.000132327069877647,0.000132327069877647,0.000132327069877647,3.43550636898726e-005
"229","1845",1137.68,"100",0,0,0,0,-0.561691825088928,-0.396043394503067,-0.090915215012501,-0.000599726612563245,0,0,0,0
"230","1844",3212.59,"75",0,0,0,0,-0.0841157613322139,-0.0794469071552157,-0.0337672075256705,-0.00239612441509962,0,0,0,0
"231","1840",1137.68,"100",0,0,0,0,-0.561691825088928,-0.396043394503067,-0.090915215012501,-0.000599726612563245,0,0,0,0
"232","1835",926.69,"100",0,0,0,0,-0.384807398542762,-0.193572914227843,-0.105752816423774,-0.0100115817040205,0,0,0,0
"233","1832",825.839,"50",0,0,0,0,-0.371887698769569,-0.203434363007545,-0.128037050366402,-0.053782656788826,0,0,0,0
